Time of day, ping, download, upload
Sel Dis  6 10:45:01, 0,0,0;
Sel Dis  6 11:00:01, 0,0,0;
Sel Dis  6 11:15:01, 0,0,0;
Sel Dis  6 11:30:01, 0,0,0;
Sel Dis  6 11:45:01, 0,0,0;
Sel Dis  6 12:00:01, 0,0,0;
Sel Dis  6 12:15:01, 0,0,0;
Sel Dis  6 12:30:01, 0,0,0;
Sel Dis  6 12:45:01, 0,0,0;
Sel Dis  6 13:00:01, 0,0,0;
Sel Dis  6 13:15:01, 0,0,0;
Sel Dis  6 13:30:01, 0,0,0;
Sel Dis  6 13:45:01, 0,0,0;
Sel Dis  6 14:00:01, 0,0,0;
Sel Dis  6 14:15:01, 0,0,0;
Sel Dis  6 14:30:01, 0,0,0;
Sel Dis  6 14:45:01, 0,0,0;
Sel Dis  6 15:00:01, 0,0,0;
Sel Dis  6 15:15:01, 0,0,0;
Sel Dis  6 15:30:01, 0,0,0;
Sel Dis  6 15:45:01, 0,0,0;
Sel Dis  6 16:00:01, 0,0,0;
Sel Dis  6 16:15:01, 0,0,0;
Sel Dis  6 16:30:03, 0,0,0;
Sel Dis  6 16:45:03, 0,0,0;
Sel Dis  6 17:00:04, 0,0,0;
Sel Dis  6 17:15:03, 0,0,0;
Sel Dis  6 17:30:01, 0,0,0;
Sel Dis  6 17:45:01, 0,0,0;
Sel Dis  6 18:00:01, 0,0,0;
Sel Dis  6 18:15:01, 0,0,0;
Sel Dis  6 18:30:01, 0,0,0;
Sel Dis  6 18:45:01, 0,0,0;
Sel Dis  6 19:00:01, 0,0,0;
Sel Dis  6 19:15:01, 0,0,0;
Sel Dis  6 19:30:01, 0,0,0;
Sel Dis  6 19:45:01, 0,0,0;
Sel Dis  6 20:00:01, 0,0,0;
Sel Dis  6 20:15:01, 0,0,0;
Sel Dis  6 20:30:01, 0,0,0;
Sel Dis  6 20:45:01, 0,0,0;
Sel Dis  6 21:00:01, 0,0,0;
Sel Dis  6 21:15:01, 0,0,0;
Sel Dis  6 21:30:01, 0,0,0;
Sel Dis  6 21:45:01, 0,0,0;
Sel Dis  6 22:00:01, 0,0,0;
Sel Dis  6 22:15:01, 0,0,0;
Sel Dis  6 22:30:01, 0,0,0;
Sel Dis  6 22:45:01, 0,0,0;
Sel Dis  6 23:00:01, 0,0,0;
Sel Dis  6 23:15:01, 0,0,0;
Sel Dis  6 23:30:01, 0,0,0;
Sel Dis  6 23:45:01, 0,0,0;
Rab Dis  7 00:00:01, 0,0,0;
Rab Dis  7 00:15:03, 0,0,0;
Rab Dis  7 00:30:01, 0,0,0;
Rab Dis  7 00:45:01, 0,0,0;
Rab Dis  7 01:00:01, 0,0,0;
Rab Dis  7 01:15:01, 0,0,0;
Rab Dis  7 01:30:01, 0,0,0;
Rab Dis  7 01:45:01, 0,0,0;
Rab Dis  7 02:00:01, 0,0,0;
Rab Dis  7 02:15:01, 0,0,0;
Rab Dis  7 02:30:01, 0,0,0;
Rab Dis  7 02:45:01, 0,0,0;
Rab Dis  7 03:00:01, 0,0,0;
Rab Dis  7 03:15:01, 0,0,0;
Rab Dis  7 03:30:01, 0,0,0;
Rab Dis  7 03:45:01, 0,0,0;
Rab Dis  7 04:00:01, 0,0,0;
Rab Dis  7 04:15:01, 0,0,0;
Rab Dis  7 04:30:01, 0,0,0;
Rab Dis  7 04:45:01, 0,0,0;
Rab Dis  7 05:00:01, 0,0,0;
Rab Dis  7 05:15:01, 0,0,0;
Rab Dis  7 05:30:01, 0,0,0;
Rab Dis  7 05:45:01, 0,0,0;
Rab Dis  7 06:00:01, 0,0,0;
Rab Dis  7 06:15:01, 0,0,0;
Rab Dis  7 06:30:01, 0,0,0;
Rab Dis  7 06:45:01, 0,0,0;
Rab Dis  7 07:00:01, 0,0,0;
Rab Dis  7 07:15:01, 0,0,0;
Rab Dis  7 07:30:01, 0,0,0;
Rab Dis  7 07:45:01, 0,0,0;
Rab Dis  7 08:00:01, 0,0,0;
Rab Dis  7 08:15:01, 0,0,0;
Rab Dis  7 08:30:01, 0,0,0;
Rab Dis  7 08:45:01, 0,0,0;
Rab Dis  7 09:00:01, 0,0,0;
Rab Dis  7 09:15:01, 0,0,0;
Rab Dis  7 09:30:01, 0,0,0;
Rab Dis  7 09:45:02, 0,0,0;
Rab Dis  7 10:00:01, 0,0,0;
Rab Dis  7 10:15:01, 0,0,0;
Rab Dis  7 10:30:01, 0,0,0;
Rab Dis  7 10:45:01, 0,0,0;
Rab Dis  7 11:00:01, 0,0,0;
Rab Dis  7 11:15:01, 0,0,0;
Rab Dis  7 11:30:01, 0,0,0;
Rab Dis  7 11:45:01, 0,0,0;
Rab Dis  7 12:00:01, 0,0,0;
Rab Dis  7 12:15:01, 0,0,0;
Rab Dis  7 12:30:01, 0,0,0;
Rab Dis  7 12:45:01, 0,0,0;
Rab Dis  7 13:00:01, 0,0,0;
Rab Dis  7 13:15:01, 0,0,0;
Rab Dis  7 13:30:01, 0,0,0;
Rab Dis  7 13:45:01, 0,0,0;
Rab Dis  7 14:00:01, 0,0,0;
Rab Dis  7 14:15:01, 0,0,0;
Rab Dis  7 14:30:01, 0,0,0;
Rab Dis  7 14:45:01, 0,0,0;
Rab Dis  7 15:00:01, 0,0,0;
Rab Dis  7 15:15:01, 0,0,0;
Rab Dis  7 15:30:01, 0,0,0;
Rab Dis  7 15:45:01, 0,0,0;
Rab Dis  7 16:00:01, 0,0,0;
Rab Dis  7 16:15:01, 0,0,0;
Rab Dis  7 16:30:01, 0,0,0;
Rab Dis  7 16:45:03, 0,0,0;
Rab Dis  7 17:00:01, 0,0,0;
Rab Dis  7 17:15:01, 0,0,0;
Rab Dis  7 17:30:01, 0,0,0;
Rab Dis  7 17:45:01, 0,0,0;
Rab Dis  7 18:00:01, 0,0,0;
Rab Dis  7 18:15:01, 0,0,0;
Rab Dis  7 18:30:01, 0,0,0;
Rab Dis  7 18:45:01, 0,0,0;
Rab Dis  7 19:00:01, 0,0,0;
Rab Dis  7 19:15:01, 0,0,0;
Rab Dis  7 19:30:01, 0,0,0;
Rab Dis  7 19:45:01, 0,0,0;
Rab Dis  7 20:00:01, 0,0,0;
Rab Dis  7 20:15:01, 0,0,0;
Rab Dis  7 20:30:01, 0,0,0;
Rab Dis  7 20:45:01, 0,0,0;
Rab Dis  7 21:00:01, 0,0,0;
Rab Dis  7 21:15:01, 0,0,0;
Rab Dis  7 21:30:01, 0,0,0;
Rab Dis  7 21:45:01, 0,0,0;
Rab Dis  7 22:00:01, 0,0,0;
Rab Dis  7 22:15:01, 0,0,0;
Rab Dis  7 22:30:01, 0,0,0;
Rab Dis  7 22:45:01, 0,0,0;
Rab Dis  7 23:00:01, 0,0,0;
Rab Dis  7 23:15:01, 0,0,0;
Rab Dis  7 23:30:01, 0,0,0;
Rab Dis  7 23:45:01, 0,0,0;
Kha Dis  8 00:00:01, 0,0,0;
Kha Dis  8 00:15:01, 0,0,0;
Kha Dis  8 00:30:01, 0,0,0;
Kha Dis  8 00:45:01, 0,0,0;
Kha Dis  8 01:00:01, 0,0,0;
Kha Dis  8 01:15:01, 0,0,0;
Kha Dis  8 01:30:01, 0,0,0;
Kha Dis  8 01:45:01, 0,0,0;
Kha Dis  8 02:00:01, 0,0,0;
Kha Dis  8 02:15:01, 0,0,0;
Kha Dis  8 02:30:01, 0,0,0;
Kha Dis  8 02:45:01. 0,0,0;
Kha Dis  8 03:00:01, 0,0,0;
Kha Dis  8 03:15:01, 0,0,0;
Kha Dis  8 03:30:01, 0,0,0;
Kha Dis  8 03:45:01, 0,0,0;
Kha Dis  8 04:00:01, 0,0,0;
Kha Dis  8 04:15:01, 0,0,0;
Kha Dis  8 04:30:01, 0,0,0;
Kha Dis  8 04:45:01, 0,0,0;
Kha Dis  8 05:00:01, 0,0,0;
Kha Dis  8 05:15:01, 0,0,0;
Kha Dis  8 05:30:01, 0,0,0;
Kha Dis  8 05:45:01, 0,0,0;
Kha Dis  8 06:00:01, 0,0,0;
Kha Dis  8 06:15:01, 0,0,0;
Kha Dis  8 06:30:01, 0,0,0;
Kha Dis  8 06:45:01, 0,0,0;
Kha Dis  8 07:00:01, 0,0,0;
Kha Dis  8 07:15:01, 0,0,0;
Kha Dis  8 07:30:01, 0,0,0;
Kha Dis  8 07:45:01, 0,0,0;
Kha Dis  8 08:00:01, 0,0,0;
Kha Dis  8 08:15:01, 0,0,0;
Kha Dis  8 08:30:01, 0,0,0;
Kha Dis  8 08:45:01, 0,0,0;
Kha Dis  8 09:00:01, 0,0,0;
Kha Dis  8 09:15:03, 0,0,0;
Kha Dis  8 09:30:01, 0,0,0;
Kha Dis  8 09:45:01, 52.36,2.12,2.74;
Kha Dis  8 10:00:01, 0,0,0;
Kha Dis  8 10:15:01, 0,0,0;
Kha Dis  8 10:30:02, 0,0,0;
Kha Dis  8 10:45:01, 0,0,0; 
Kha Dis  8 11:00:01, 0,0,0;
Kha Dis  8 11:15:01, 0,0,0;
Kha Dis  8 11:30:01, 0,0,0;
Kha Dis  8 11:45:01, 0,0,0;
Kha Dis  8 12:00:03, 0,0,0;
Kha Dis  8 12:15:01, 0,0,0;
Kha Dis  8 12:30:01, 0,0,0;
Kha Dis  8 12:45:01, 0,0,0;
Kha Dis  8 13:00:01, 0,0,0;
Kha Dis  8 13:15:01, 0,0,0;
Kha Dis  8 13:30:01, 0,0,0;
Kha Dis  8 13:45:01, 0,0,0;
Kha Dis  8 14:00:01, 0,0,0;
Kha Dis  8 14:15:01, 0,0,0;
Kha Dis  8 14:30:01, 0,0,0;
Kha Dis  8 14:45:01, 0,0,0;
Kha Dis  8 15:00:01, 0,0,0;
Kha Dis  8 15:15:01, 0,0,0;
Kha Dis  8 15:30:01, 0,0,0;
Kha Dis  8 15:45:01, 0,0,0;
Kha Dis  8 16:00:01, 0,0,0;
Kha Dis  8 16:15:01, 0,0,0;
Kha Dis  8 16:30:01, 0,0,0;
Kha Dis  8 16:45:01, 0,0,0;
Kha Dis  8 17:00:01, 0,0,0;
Kha Dis  8 17:15:02, 0,0,0;
Kha Dis  8 17:30:01, 0,0,0;
Kha Dis  8 17:45:01, 0,0,0;
Kha Dis  8 18:00:01, 0,0,0;
Kha Dis  8 18:15:01, 0,0,0;
Kha Dis  8 18:30:01, 0,0,0;
Kha Dis  8 18:45:01, 0,0,0;
Kha Dis  8 19:00:01, 0,0,0;
Kha Dis  8 19:15:01, 0,0,0;
Kha Dis  8 19:30:01, 0,0,0;
Kha Dis  8 19:45:01, 0,0,0;
Kha Dis  8 20:00:01, 0,0,0;
Kha Dis  8 20:15:01, 0,0,0;
Kha Dis  8 20:30:01, 0,0,0;
Kha Dis  8 20:45:01, 0,0,0;
Kha Dis  8 21:00:01, 0,0,0;
Kha Dis  8 21:15:01, 0,0,0;
Kha Dis  8 21:30:01, 0,0,0;
Kha Dis  8 21:45:01, 0,0,0;
Kha Dis  8 22:00:01, 0,0,0;
Kha Dis  8 22:15:01, 0,0,0;
Kha Dis  8 22:30:01, 0,0,0;
Kha Dis  8 22:45:01, 0,0,0;
Kha Dis  8 23:00:01, 0,0,0;
Kha Dis  8 23:15:01, 0,0,0;
Kha Dis  8 23:30:01, 0,0,0;
Kha Dis  8 23:45:01, 0,0,0;
Jum Dis  9 00:00:01, 0,0,0;
Jum Dis  9 00:15:01, 0,0,0;
Jum Dis  9 00:30:01, 0,0,0;
Jum Dis  9 00:45:02, 0,0,0;
Jum Dis  9 01:00:01, 0,0,0;
Jum Dis  9 01:15:01, 0,0,0; 
Jum Dis  9 01:30:01, 0,0,0;
Jum Dis  9 01:45:01, 0,0,0;
Jum Dis  9 02:00:01, 0,0,0;
Jum Dis  9 02:15:01, 0,0,0;
Jum Dis  9 02:30:01, 0,0,0;
Jum Dis  9 02:45:01, 0,0,0;
Jum Dis  9 03:00:01, 0,0,0;
Jum Dis  9 03:15:01, 0,0,0;
Jum Dis  9 03:30:01, 0,0,0;
Jum Dis  9 03:45:01, 0,0,0;
Jum Dis  9 04:00:01, 0,0,0; 
Jum Dis  9 04:15:01, 0,0,0;
Jum Dis  9 04:30:01, 0,0,0;
Jum Dis  9 04:45:01, 0,0,0;
Jum Dis  9 05:00:01, 0,0,0;
Jum Dis  9 05:15:01, 0,0,0;
Jum Dis  9 05:30:01, 0,0,0;
Jum Dis  9 05:45:01, 0,0,0;
Jum Dis  9 06:00:01, 0,0,0;
Jum Dis  9 06:15:01, 0,0,0;
Jum Dis  9 06:30:01, 0,0,0;
Jum Dis  9 06:45:01, 0,0,0;
Jum Dis  9 07:00:01, 0,0,0;
Jum Dis  9 07:15:01, 0,0,0;
Jum Dis  9 07:30:01, 0,0,0;
Jum Dis  9 07:45:01, 0,0,0;
Jum Dis  9 08:00:03, 0,0,0;
Jum Dis  9 08:15:01, 0,0,0;
Jum Dis  9 08:30:01, 0,0,0;
Jum Dis  9 08:45:02, 0,0,0;
Jum Dis  9 09:00:01, 0,0,0;
Jum Dis  9 09:15:01, 0,0,0;
Jum Dis  9 09:30:01, 0,0,0;
Jum Dis  9 09:45:01, 0,0,0;
Jum Dis  9 10:00:01, 0,0,0;
Jum Dis  9 10:15:01, 0,0,0;
Jum Dis  9 10:30:01, 0,0,0;
Jum Dis  9 10:45:01, 0,0,0;
Jum Dis  9 11:00:01, 0,0,0;
Jum Dis  9 11:15:01, 0,0,0;
Jum Dis  9 11:30:02, 0,0,0;
Jum Dis  9 11:45:01, 0,0,0;
Jum Dis  9 12:00:01, 0,0,0;
Jum Dis  9 12:15:01, 0,0,0;
Jum Dis  9 12:30:01, 0,0,0;
Jum Dis  9 12:45:01, 0,0,0;
Jum Dis  9 13:00:01, 0,0,0; 
Jum Dis  9 13:15:01, 0,0,0;
Jum Dis  9 13:30:01, 0,0,0;
Jum Dis  9 13:45:01, 0,0,0;
Jum Dis  9 14:00:01, 0,0,0;
Jum Dis  9 14:15:01, 0,0,0;
Jum Dis  9 14:30:01, 0,0,0;
Jum Dis  9 14:45:01, 0,0,0;
Jum Dis  9 15:00:01, 0,0,0;
Jum Dis  9 15:15:01, 0,0,0;
Jum Dis  9 15:30:01, 0,0,0;
Jum Dis  9 15:45:01, 0,0,0;
Jum Dis  9 16:00:01, 0,0,0;
Jum Dis  9 16:15:01, 0,0,0;
Jum Dis  9 16:30:01, 0,0,0;
Jum Dis  9 16:45:03, 0,0,0;
Jum Dis  9 17:00:01, 0,0,0;
Jum Dis  9 17:15:03, 0,0,0;
Jum Dis  9 17:30:01, 0,0,0;
Jum Dis  9 17:45:01, 0,0,0;
Jum Dis  9 18:00:01, 0,0,0;
Jum Dis  9 18:15:01, 0,0,0;
Jum Dis  9 18:30:01, 0,0,0;
Jum Dis  9 18:45:01, 0,0,0;
Jum Dis  9 19:00:01, 0,0,0;
Jum Dis  9 19:15:01, 0,0,0;
Jum Dis  9 19:30:01, 0,0,0;
Jum Dis  9 19:45:01, 0,0,0;
Jum Dis  9 20:00:01, 0,0,0;
Jum Dis  9 20:15:01, 0,0,0;
Jum Dis  9 20:30:01, 0,0,0;
Jum Dis  9 20:45:01, 0,0,0;
Jum Dis  9 21:00:01, 0,0,0;
Jum Dis  9 21:15:01, 0,0,0;
Jum Dis  9 21:30:01, 0,0,0;
Jum Dis  9 21:45:01, 0,0,0;
Jum Dis  9 22:00:01, 0,0,0;
Jum Dis  9 22:15:01, 0,0,0;
Jum Dis  9 22:30:01, 0,0,0;
Jum Dis  9 22:45:01, 0,0,0;
Jum Dis  9 23:00:01, 0,0,0;
Jum Dis  9 23:15:01, 0,0,0;
Jum Dis  9 23:30:01, 0,0,0;
Jum Dis  9 23:45:01, 0,0,0;
Sab Dis 10 00:00:01, 0,0,0;
Sab Dis 10 00:15:01, 0,0,0;
Sab Dis 10 00:30:01, 0,0,0;
Sab Dis 10 00:45:01, 0,0,0;
Sab Dis 10 01:00:01, 0,0,0;
Sab Dis 10 01:15:01, 0,0,0;
Sab Dis 10 01:30:02, 0,0,0;
Sab Dis 10 01:45:01, 0,0,0;
Sab Dis 10 02:00:01, 0,0,0;
Sab Dis 10 02:15:01, 0,0,0;
Sab Dis 10 02:30:01, 0,0,0;
Sab Dis 10 02:45:01, 0,0,0;
Sab Dis 10 03:00:01, 0,0,0;
Sab Dis 10 03:15:01, 0,0,0;
Sab Dis 10 03:30:01, 0,0,0;
Sab Dis 10 03:45:01, 0,0,0;
Sab Dis 10 04:00:01, 0,0,0;
Sab Dis 10 04:15:01, 0,0,0;
Sab Dis 10 04:30:01, 0,0,0;
Sab Dis 10 04:45:01, 0,0,0;
Sab Dis 10 05:00:01, 0,0,0;
Sab Dis 10 05:15:01, 0,0,0;
Sab Dis 10 05:30:01, 0,0,0;
Sab Dis 10 05:45:01, 0,0,0;
Sab Dis 10 06:00:01, 0,0,0;
Sab Dis 10 06:15:01, 0,0,0;
Sab Dis 10 06:30:01, 0,0,0;
Sab Dis 10 06:45:01, 0,0,0; 
Sab Dis 10 07:00:01, 0,0,0;
Sab Dis 10 07:15:01, 0,0,0;
Sab Dis 10 07:30:01, 0,0,0;
Sab Dis 10 07:45:01, 0,0,0;
Sab Dis 10 08:00:01, 0,0,0;
Sab Dis 10 08:15:01, 0,0,0;
Sab Dis 10 08:30:01, 0,0,0;
Sab Dis 10 08:45:01, 0,0,0;
Sab Dis 10 09:00:01, 0,0,0;
Sab Dis 10 09:15:01, 0,0,0;
Sab Dis 10 09:30:01, 0,0,0;
Sab Dis 10 09:45:01, 0,0,0;
Sab Dis 10 10:00:01, 0,0,0;
Sab Dis 10 10:15:01, 0,0,0;
Sab Dis 10 10:30:01, 0,0,0;
Sab Dis 10 10:45:01, 0,0,0;
Sab Dis 10 11:00:01, 0,0,0;
Sab Dis 10 11:15:01, 0,0,0;
Sab Dis 10 11:30:01, 0,0,0;
Sab Dis 10 11:45:01, 0,0,0;
Sab Dis 10 12:00:01, 0,0,0;
Sab Dis 10 12:15:01, 0,0,0;
Sab Dis 10 12:30:01, 0,0,0;
Sab Dis 10 12:45:01, 0,0,0;
Sab Dis 10 13:00:01, 0,0,0;
Sab Dis 10 13:15:01, 0,0,0;
Sab Dis 10 13:30:01, 0,0,0;
Sab Dis 10 13:45:01, 0,0,0;
Sab Dis 10 14:00:01, 0,0,0;
Sab Dis 10 14:15:01, 0,0,0;
Sab Dis 10 14:30:01, 0,0,0;
Sab Dis 10 14:45:01, 0,0,0;
Sab Dis 10 15:00:01, 0,0,0;
Sab Dis 10 15:15:01, 0,0,0;
Sab Dis 10 15:30:01, 0,0,0;
Sab Dis 10 15:45:01, 0,0,0;
Sab Dis 10 16:00:01, 0,0,0;
Sab Dis 10 16:15:01, 0,0,0;
Sab Dis 10 16:30:01, 0,0,0;
Sab Dis 10 16:45:01, 0,0,0;
Sab Dis 10 17:00:01, 0,0,0;
Sab Dis 10 17:15:01, 0,0,0;
Sab Dis 10 17:30:01, 0,0,0;
Sab Dis 10 17:45:01, 0,0,0;
Sab Dis 10 18:00:01, 0,0,0;
Sab Dis 10 18:15:01, 0,0,0;
Sab Dis 10 18:30:01, 0,0,0;
Sab Dis 10 18:45:01, 0,0,0;
Sab Dis 10 19:00:01, 0,0,0;
Sab Dis 10 19:15:01, 0,0,0;
Sab Dis 10 19:30:01, 0,0,0;
Sab Dis 10 19:45:01, 0,0,0;
Sab Dis 10 20:00:01, 0,0,0;
Sab Dis 10 20:15:01, 0,0,0;
Sab Dis 10 20:30:01, 0,0,0;
Sab Dis 10 20:45:01, 0,0,0;
Sab Dis 10 21:00:01, 0,0,0;
Sab Dis 10 21:15:01, 0,0,0;
Sab Dis 10 21:30:01, 0,0,0;
Sab Dis 10 21:45:01, 0,0,0;
Sab Dis 10 22:00:01, 0,0,0;
Sab Dis 10 22:15:01, 0,0,0;
Sab Dis 10 22:30:01, 0,0,0;
Sab Dis 10 22:45:01, 0,0,0;
Sab Dis 10 23:00:01, 0,0,0;
Sab Dis 10 23:15:01, 0,0,0;
Sab Dis 10 23:30:01, 0,0,0;
Sab Dis 10 23:45:01, 0,0,0;
Ahd Dis 11 00:00:01, 0,0,0; 
Ahd Dis 11 00:15:01, 0,0,0;
Ahd Dis 11 00:30:01, 0,0,0;
Ahd Dis 11 00:45:01, 0,0,0;
Ahd Dis 11 01:00:01, 0,0,0;
Ahd Dis 11 01:15:01, 0,0,0;
Ahd Dis 11 01:30:01, 0,0,0;
Ahd Dis 11 01:45:01, 0,0,0;
Ahd Dis 11 02:00:01, 0,0,0;
Ahd Dis 11 02:15:01, 0,0,0;
Ahd Dis 11 02:30:01, 0,0,0;
Ahd Dis 11 02:45:01, 0,0,0;
Ahd Dis 11 03:00:01, 0,0,0;
Ahd Dis 11 03:15:01, 0,0,0;
Ahd Dis 11 03:30:01, 0,0,0;
Ahd Dis 11 03:45:01, 0,0,0;
Ahd Dis 11 04:00:01, 0,0,0; 
Ahd Dis 11 04:15:01, 0,0,0;
Ahd Dis 11 04:30:01, 0,0,0;
Ahd Dis 11 04:45:01, 0,0,0;
Ahd Dis 11 05:00:01, 0,0,0;
Ahd Dis 11 05:15:01, 0,0,0;
Ahd Dis 11 05:30:01, 0,0,0;
Ahd Dis 11 05:45:01, 0,0,0;
Ahd Dis 11 06:00:01, 0,0,0;
Ahd Dis 11 06:15:01, 0,0,0;
Ahd Dis 11 06:30:01, 0,0,0;
Ahd Dis 11 06:45:01, 0,0,0;
Ahd Dis 11 07:00:01, 0,0,0;
Ahd Dis 11 07:15:01, 0,0,0;
Ahd Dis 11 07:30:01, 0,0,0;
Ahd Dis 11 07:45:01, 0,0,0;
Ahd Dis 11 08:00:01, 0,0,0;
Ahd Dis 11 08:15:01, 0,0,0;
Ahd Dis 11 08:30:01, 0,0,0;
Ahd Dis 11 08:45:01, 0,0,0;
Ahd Dis 11 09:00:01, 0,0,0;
Ahd Dis 11 09:15:01, 0,0,0;
Ahd Dis 11 09:30:01, 0,0,0;
Ahd Dis 11 09:45:01, 0,0,0;
Ahd Dis 11 10:00:01, 0,0,0;
Ahd Dis 11 10:15:01, 0,0,0;
Ahd Dis 11 10:30:01, 0,0,0;
Ahd Dis 11 10:45:01, 0,0,0;
Ahd Dis 11 11:00:01, 0,0,0;
Ahd Dis 11 11:15:01, 0,0,0;
Ahd Dis 11 11:30:01, 0,0,0;
Ahd Dis 11 11:45:01, 0,0,0;
Ahd Dis 11 12:00:01, 0,0,0;
Ahd Dis 11 12:15:01, 0,0,0;
Ahd Dis 11 12:30:01, 0,0,0;
Ahd Dis 11 12:45:01, 0,0,0;
Ahd Dis 11 13:00:01, 0,0,0;
Ahd Dis 11 13:15:01, 0,0,0;
Ahd Dis 11 13:30:01, 0,0,0;
Ahd Dis 11 13:45:01, 0,0,0;
Ahd Dis 11 14:00:01, 0,0,0;
Ahd Dis 11 14:15:01, 0,0,0;
Ahd Dis 11 14:30:01, 0,0,0;
Ahd Dis 11 14:45:01, 0,0,0;
Ahd Dis 11 15:00:01, 0,0,0;
Ahd Dis 11 15:15:01, 0,0,0;
Ahd Dis 11 15:30:01, 0,0,0;
Ahd Dis 11 15:45:01, 0,0,0;
Ahd Dis 11 16:00:01, 0,0,0;
Ahd Dis 11 16:15:01, 0,0,0;
Ahd Dis 11 16:30:01, 0,0,0;
Ahd Dis 11 16:45:01, 0,0,0;
Ahd Dis 11 17:00:01, 0,0,0;
Ahd Dis 11 17:15:01, 0,0,0;
Ahd Dis 11 17:30:01, 0,0,0;
Ahd Dis 11 17:45:01, 0,0,0;
Ahd Dis 11 18:00:01, 0,0,0;
Ahd Dis 11 18:15:01, 0,0,0;
Ahd Dis 11 18:30:01, 0,0,0;
Ahd Dis 11 18:45:01, 0,0,0;
Ahd Dis 11 19:00:01, 0,0,0;
Ahd Dis 11 19:15:01, 0,0,0;
Ahd Dis 11 19:30:01, 0,0,0;
Ahd Dis 11 19:45:01, 0,0,0;
Ahd Dis 11 20:00:01, 0,0,0;
Ahd Dis 11 20:15:03, 0,0,0;
Ahd Dis 11 20:30:01, 0,0,0;
Ahd Dis 11 20:45:01, 0,0,0;
Ahd Dis 11 21:00:01, 0,0,0;
Ahd Dis 11 21:15:01, 0,0,0;
Ahd Dis 11 21:30:01, 0,0,0;
Ahd Dis 11 21:45:01, 0,0,0;
Ahd Dis 11 22:00:01, 0,0,0;
Ahd Dis 11 22:15:01, 0,0,0;
Ahd Dis 11 22:30:01, 0,0,0;
Ahd Dis 11 22:45:01, 0,0,0;
Ahd Dis 11 23:00:01, 0,0,0;
Ahd Dis 11 23:15:01, 0,0,0;
Ahd Dis 11 23:30:01, 0,0,0;
Ahd Dis 11 23:45:01, 0,0,0;
Isn Dis 12 00:00:02, 0,0,0;
Isn Dis 12 00:15:01, 0,0,0;
Isn Dis 12 00:30:01, 0,0,0;
Isn Dis 12 00:45:01, 0,0,0;
Isn Dis 12 01:00:01, 0,0,0;
Isn Dis 12 01:15:01, 0,0,0;
Isn Dis 12 01:30:01, 0,0,0;
Isn Dis 12 01:45:01, 0,0,0;
Isn Dis 12 02:00:01, 0,0,0;
Isn Dis 12 02:15:01, 0,0,0;
Isn Dis 12 02:30:01, 0,0,0;
Isn Dis 12 02:45:01, 0,0,0;
Isn Dis 12 03:00:03, 0,0,0;
Isn Dis 12 03:15:01, 0,0,0;
Isn Dis 12 03:30:01, 0,0,0;
Isn Dis 12 03:45:01, 0,0,0;
Isn Dis 12 04:00:01, 0,0,0;
Isn Dis 12 04:15:01, 0,0,0;
Isn Dis 12 04:30:01, 0,0,0;
Isn Dis 12 04:45:01, 0,0,0;
Isn Dis 12 05:00:01, 0,0,0;
Isn Dis 12 05:15:01, 0,0,0;
Isn Dis 12 05:30:01, 0,0,0;
Isn Dis 12 05:45:01, 0,0,0;
Isn Dis 12 06:00:01, 0,0,0;
Isn Dis 12 06:15:01, 0,0,0;
Isn Dis 12 06:30:01, 0,0,0;
Isn Dis 12 06:45:01, 0,0,0;
Isn Dis 12 07:00:01, 0,0,0;
Isn Dis 12 07:15:01, 0,0,0;
Isn Dis 12 07:30:01, 0,0,0;
Isn Dis 12 07:45:01, 0,0,0;
Isn Dis 12 08:00:01, 0,0,0;
Isn Dis 12 08:15:01, 0,0,0;
Isn Dis 12 08:30:01, 0,0,0;
Isn Dis 12 08:45:01, 0,0,0;
Isn Dis 12 09:00:01, 0,0,0;
Isn Dis 12 09:15:01, 0,0,0;
Isn Dis 12 09:30:01, 0,0,0;
Isn Dis 12 09:45:01, 0,0,0; 
Isn Dis 12 10:00:01, 0,0,0;
Isn Dis 12 10:15:01, 0,0,0;
Isn Dis 12 10:30:01, 0,0,0;
Isn Dis 12 10:45:01, 0,0,0;
Isn Dis 12 11:00:01, 0,0,0;
Isn Dis 12 11:15:01, 0,0,0;
Isn Dis 12 11:30:01, 0,0,0;
Isn Dis 12 11:45:01, 0,0,0;
Isn Dis 12 12:00:01, 0,0,0;
Isn Dis 12 12:15:01, 0,0,0;
Isn Dis 12 12:30:01, 0,0,0;
Isn Dis 12 12:45:01, 0,0,0;
Isn Dis 12 13:00:01, 0,0,0;
Isn Dis 12 13:15:01, 0,0,0;
Isn Dis 12 13:30:01, 0,0,0;
Isn Dis 12 13:45:01, 0,0,0;
Isn Dis 12 14:00:01, 0,0,0;
Isn Dis 12 14:15:01, 0,0,0;
Isn Dis 12 14:30:01, 0,0,0;
Isn Dis 12 14:45:01, 0,0,0;
Isn Dis 12 15:00:01, 0,0,0;
Isn Dis 12 15:15:01, 0,0,0;
Isn Dis 12 15:30:01, 0,0,0;
Isn Dis 12 15:45:01, 0,0,0;
Isn Dis 12 16:00:01, 0,0,0;
Isn Dis 12 16:15:01, 0,0,0;
Isn Dis 12 16:30:01, 0,0,0;
Isn Dis 12 16:45:01, 0,0,0;
Isn Dis 12 17:00:01, 0,0,0;
Isn Dis 12 17:15:01, 0,0,0;
